Month,Group,Country,Product Name,Size,Total Amount,Total Quantity,Average Price
2024-08-01,North America,Canada,"Mountain-400-W Silver, 38",38,"$1,385.08 ",3,$461.69 
2024-08-01,North America,Canada,"Mountain-400-W Silver, 46",46,"$1,385.08 ",3,$461.69 
2024-08-01,North America,United States,"Mountain-400-W Silver, 38",38,$769.49 ,1,$769.49 
2024-08-01,North America,United States,"Mountain-400-W Silver, 40",40,$923.39 ,2,$461.69 
2024-08-01,North America,United States,"Mountain-400-W Silver, 42",42,"$3,539.65 ",7,$505.66 
2024-08-01,North America,United States,"Mountain-400-W Silver, 46",46,"$1,385.08 ",3,$461.69 
2024-08-01,Pacific,Australia,"Mountain-400-W Silver, 38",38,"$4,616.94 ",10,$461.69 
2024-08-01,Pacific,Australia,"Mountain-400-W Silver, 40",40,"$5,078.63 ",11,$461.69 
2024-08-01,Pacific,Australia,"Mountain-400-W Silver, 42",42,$923.39 ,2,$461.69 
2024-08-01,Pacific,Australia,"Mountain-400-W Silver, 46",46,"$1,385.08 ",3,$461.69 
2024-09-01,Europe,France,"Mountain-400-W Silver, 46",46,$769.49 ,1,$769.49 
2024-09-01,Europe,Germany,"Mountain-400-W Silver, 40",40,$769.49 ,1,$769.49 
2024-09-01,Europe,United Kingdom,"Mountain-400-W Silver, 40",40,$923.39 ,2,$461.69 
2024-09-01,North America,Canada,"Mountain-400-W Silver, 40",40,"$1,692.88 ",3,$564.29 
2024-09-01,North America,Canada,"Mountain-400-W Silver, 46",46,$769.49 ,1,$769.49 
2024-09-01,North America,United States,"Mountain-400-W Silver, 38",38,"$2,000.67 ",3,$666.89 
2024-09-01,North America,United States,"Mountain-400-W Silver, 40",40,"$1,692.88 ",3,$564.29 
2024-09-01,North America,United States,"Mountain-400-W Silver, 42",42,"$2,308.47 ",5,$461.69 
2024-09-01,Pacific,Australia,"Mountain-400-W Silver, 38",38,$769.49 ,1,$769.49 
2024-09-01,Pacific,Australia,"Mountain-400-W Silver, 42",42,"$1,231.18 ",2,$615.59 
2024-09-01,Pacific,Australia,"Mountain-400-W Silver, 46",46,"$2,924.06 ",5,$584.81 
2024-10-01,Europe,France,"Mountain-400-W Silver, 42",42,$769.49 ,1,$769.49 
2024-10-01,Europe,Germany,"Mountain-400-W Silver, 38",38,$769.49 ,1,$769.49 
2024-10-01,North America,Canada,"Mountain-400-W Silver, 40",40,$769.49 ,1,$769.49 
2024-10-01,North America,Canada,"Mountain-400-W Silver, 42",42,$769.49 ,1,$769.49 
2024-10-01,North America,Canada,"Mountain-400-W Silver, 46",46,$769.49 ,1,$769.49 
2024-10-01,North America,United States,"Mountain-400-W Silver, 38",38,"$2,308.47 ",3,$769.49 
2024-10-01,North America,United States,"Mountain-400-W Silver, 46",46,"$2,308.47 ",3,$769.49 
2024-10-01,Pacific,Australia,"Mountain-400-W Silver, 38",38,"$2,308.47 ",3,$769.49 
2024-10-01,Pacific,Australia,"Mountain-400-W Silver, 40",40,$769.49 ,1,$769.49 
2024-10-01,Pacific,Australia,"Mountain-400-W Silver, 42",42,$769.49 ,1,$769.49 
2024-10-01,Pacific,Australia,"Mountain-400-W Silver, 46",46,$769.49 ,1,$769.49 
2024-11-01,Europe,Germany,"Mountain-400-W Silver, 38",38,$923.39 ,2,$461.69 
2024-11-01,Europe,United Kingdom,"Mountain-400-W Silver, 40",40,$923.39 ,2,$461.69 
2024-11-01,Europe,United Kingdom,"Mountain-400-W Silver, 42",42,$769.49 ,1,$769.49 
2024-11-01,North America,United States,"Mountain-400-W Silver, 40",40,"$2,308.47 ",5,$461.69 
2024-11-01,North America,United States,"Mountain-400-W Silver, 42",42,$461.69 ,1,$461.69 
2024-11-01,North America,United States,"Mountain-400-W Silver, 46",46,$769.49 ,1,$769.49 
2024-11-01,Pacific,Australia,"Mountain-400-W Silver, 38",38,"$1,538.98 ",2,$769.49 
2024-11-01,Pacific,Australia,"Mountain-400-W Silver, 40",40,$923.39 ,2,$461.69 
2024-11-01,Pacific,Australia,"Mountain-400-W Silver, 42",42,$769.49 ,1,$769.49 
2024-11-01,Pacific,Australia,"Mountain-400-W Silver, 46",46,$769.49 ,1,$769.49 
2024-12-01,Europe,France,"Mountain-400-W Silver, 46",46,"$2,308.47 ",5,$461.69 
2024-12-01,Europe,Germany,"Mountain-400-W Silver, 38",38,"$1,385.08 ",3,$461.69 
2024-12-01,Europe,Germany,"Mountain-400-W Silver, 40",40,"$1,846.78 ",4,$461.69 
2024-12-01,Europe,Germany,"Mountain-400-W Silver, 42",42,$461.69 ,1,$461.69 
2024-12-01,Europe,Germany,"Mountain-400-W Silver, 46",46,$461.69 ,1,$461.69 
2024-12-01,Europe,United Kingdom,"Mountain-400-W Silver, 40",40,"$1,385.08 ",3,$461.69 
2024-12-01,Europe,United Kingdom,"Mountain-400-W Silver, 42",42,"$1,385.08 ",3,$461.69 
2024-12-01,Europe,United Kingdom,"Mountain-400-W Silver, 46",46,$461.69 ,1,$461.69 
2024-12-01,North America,Canada,"Mountain-400-W Silver, 40",40,$461.69 ,1,$461.69 
2024-12-01,North America,Canada,"Mountain-400-W Silver, 46",46,"$4,155.25 ",9,$461.69 
2024-12-01,North America,United States,"Mountain-400-W Silver, 38",38,"$1,385.08 ",3,$461.69 
2024-12-01,North America,United States,"Mountain-400-W Silver, 40",40,"$10,327.17 ",23,$449.01 
2024-12-01,North America,United States,"Mountain-400-W Silver, 42",42,"$5,540.33 ",12,$461.69 
2024-12-01,North America,United States,"Mountain-400-W Silver, 46",46,"$1,385.08 ",3,$461.69 
2024-12-01,Pacific,Australia,"Mountain-400-W Silver, 38",38,"$5,540.33 ",12,$461.69 
2024-12-01,Pacific,Australia,"Mountain-400-W Silver, 40",40,"$4,616.94 ",10,$461.69 
2024-12-01,Pacific,Australia,"Mountain-400-W Silver, 42",42,$923.39 ,2,$461.69 
2022-05-01,North America,United States,"Touring-3000 Blue, 50",50,$742.35 ,1,$742.35 
2022-07-01,North America,United States,"Touring-3000 Yellow, 50",50,$742.35 ,1,$742.35 
2022-09-01,Pacific,Australia,"Touring-3000 Blue, 54",54,$742.35 ,1,$742.35 
2022-10-01,North America,United States,"Touring-3000 Blue, 44",44,$742.35 ,1,$742.35 
2022-10-01,North America,United States,"Touring-3000 Yellow, 44",44,$742.35 ,1,$742.35 
2022-11-01,North America,United States,"Touring-3000 Yellow, 44",44,$742.35 ,1,$742.35 
2022-11-01,North America,United States,"Touring-3000 Yellow, 62",62,$742.35 ,1,$742.35 
2022-12-01,North America,Canada,"Touring-3000 Blue, 50",50,$742.35 ,1,$742.35 
2022-12-01,North America,United States,"Touring-3000 Yellow, 58",58,$742.35 ,1,$742.35 
2023-01-01,North America,United States,"Touring-3000 Blue, 44",44,$742.35 ,1,$742.35 
2023-02-01,North America,Canada,"Touring-3000 Yellow, 54",54,$742.35 ,1,$742.35 
2023-02-01,North America,United States,"Touring-3000 Blue, 58",58,$742.35 ,1,$742.35 
2023-03-01,North America,United States,"Touring-3000 Blue, 58",58,$742.35 ,1,$742.35 
2023-03-01,North America,United States,"Touring-3000 Yellow, 44",44,$742.35 ,1,$742.35 
2023-03-01,North America,United States,"Touring-3000 Yellow, 50",50,$742.35 ,1,$742.35 
2023-03-01,North America,United States,"Touring-3000 Yellow, 58",58,$742.35 ,1,$742.35 
2023-03-01,Pacific,Australia,"Touring-3000 Blue, 54",54,$742.35 ,1,$742.35 
2023-05-01,Europe,United Kingdom,"Touring-3000 Yellow, 54",54,$742.35 ,1,$742.35 
2023-05-01,Pacific,Australia,"Touring-3000 Blue, 50",50,$742.35 ,1,$742.35 
2023-06-01,Europe,France,"Touring-3000 Blue, 62",62,$567.90 ,2,$283.95 
2023-06-01,Europe,France,"Touring-3000 Yellow, 50",50,"$3,691.34 ",13,$283.95 
2023-06-01,Europe,Germany,"Touring-3000 Yellow, 54",54,$283.95 ,1,$283.95 
2023-06-01,North America,Canada,"Touring-3000 Blue, 50",50,"$1,310.25 ",3,$436.75 
2023-06-01,North America,Canada,"Touring-3000 Yellow, 62",62,$283.95 ,1,$283.95 
2023-06-01,North America,United States,"Touring-3000 Blue, 44",44,$567.90 ,2,$283.95 
2023-06-01,North America,United States,"Touring-3000 Blue, 50",50,"$5,678.98 ",20,$283.95 
2023-06-01,North America,United States,"Touring-3000 Blue, 54",54,"$4,543.18 ",16,$283.95 
2023-06-01,North America,United States,"Touring-3000 Blue, 58",58,"$1,703.69 ",6,$283.95 
2023-06-01,North America,United States,"Touring-3000 Blue, 62",62,$567.90 ,2,$283.95 
2023-06-01,North America,United States,"Touring-3000 Yellow, 44",44,"$2,271.59 ",8,$283.95 
2023-06-01,North America,United States,"Touring-3000 Yellow, 50",50,$283.95 ,1,$283.95 
2023-06-01,North America,United States,"Touring-3000 Yellow, 54",54,"$2,271.59 ",8,$283.95 
2023-06-01,North America,United States,"Touring-3000 Yellow, 62",62,"$3,123.44 ",11,$283.95 
2023-06-01,Pacific,Australia,"Touring-3000 Blue, 58",58,$567.90 ,2,$283.95 
2023-06-01,Pacific,Australia,"Touring-3000 Yellow, 44",44,$742.35 ,1,$742.35 
2023-06-01,Pacific,Australia,"Touring-3000 Yellow, 62",62,$283.95 ,1,$283.95 
2023-07-01,Europe,France,"Touring-3000 Blue, 54",54,$283.95 ,1,$283.95 
2023-07-01,Europe,France,"Touring-3000 Blue, 58",58,$567.90 ,2,$283.95 
2023-07-01,Europe,Germany,"Touring-3000 Blue, 58",58,$567.90 ,2,$283.95 
2023-07-01,Europe,United Kingdom,"Touring-3000 Blue, 54",54,"$1,987.64 ",7,$283.95 
2023-07-01,Europe,United Kingdom,"Touring-3000 Yellow, 54",54,"$1,135.80 ",4,$283.95 
2023-07-01,North America,United States,"Touring-3000 Blue, 44",44,$283.95 ,1,$283.95 
2023-07-01,North America,United States,"Touring-3000 Blue, 50",50,$283.95 ,1,$283.95 
2023-07-01,North America,United States,"Touring-3000 Blue, 58",58,"$1,135.80 ",4,$283.95 
2023-07-01,North America,United States,"Touring-3000 Yellow, 44",44,"$3,123.44 ",11,$283.95 
2023-07-01,North America,United States,"Touring-3000 Yellow, 50",50,$567.90 ,2,$283.95 
2023-07-01,North America,United States,"Touring-3000 Yellow, 54",54,$283.95 ,1,$283.95 
2023-07-01,North America,United States,"Touring-3000 Yellow, 58",58,$283.95 ,1,$283.95 
2023-07-01,North America,United States,"Touring-3000 Yellow, 62",62,"$2,271.59 ",8,$283.95 
2023-07-01,Pacific,Australia,"Touring-3000 Blue, 44",44,$567.90 ,2,$283.95 
2023-07-01,Pacific,Australia,"Touring-3000 Blue, 50",50,"$1,987.64 ",7,$283.95 
2023-07-01,Pacific,Australia,"Touring-3000 Blue, 62",62,$283.95 ,1,$283.95 
2023-08-01,Europe,France,"Touring-3000 Blue, 58",58,$567.90 ,2,$283.95 
2023-08-01,Europe,Germany,"Touring-3000 Yellow, 62",62,$283.95 ,1,$283.95 
2023-08-01,Europe,United Kingdom,"Touring-3000 Blue, 50",50,"$2,271.59 ",8,$283.95 
2023-08-01,Europe,United Kingdom,"Touring-3000 Blue, 54",54,$851.85 ,3,$283.95 
2023-08-01,Europe,United Kingdom,"Touring-3000 Yellow, 50",50,$283.95 ,1,$283.95 
2023-08-01,Europe,United Kingdom,"Touring-3000 Yellow, 54",54,$567.90 ,2,$283.95 
2023-08-01,Europe,United Kingdom,"Touring-3000 Yellow, 62",62,$567.90 ,2,$283.95 
2023-08-01,North America,Canada,"Touring-3000 Blue, 50",50,"$1,135.80 ",4,$283.95 
2023-08-01,North America,United States,"Touring-3000 Blue, 44",44,$283.95 ,1,$283.95 
2023-08-01,North America,United States,"Touring-3000 Blue, 50",50,$283.95 ,1,$283.95 
2023-08-01,North America,United States,"Touring-3000 Blue, 54",54,$283.95 ,1,$283.95 
2023-08-01,North America,United States,"Touring-3000 Blue, 62",62,"$2,555.54 ",9,$283.95 
2023-08-01,North America,United States,"Touring-3000 Yellow, 44",44,"$1,703.69 ",6,$283.95 
2023-08-01,North America,United States,"Touring-3000 Yellow, 50",50,$851.85 ,3,$283.95 
2023-08-01,North America,United States,"Touring-3000 Yellow, 62",62,$567.90 ,2,$283.95 
2023-08-01,Pacific,Australia,"Touring-3000 Blue, 44",44,$567.90 ,2,$283.95 
2023-08-01,Pacific,Australia,"Touring-3000 Blue, 54",54,"$1,135.80 ",4,$283.95 
2023-08-01,Pacific,Australia,"Touring-3000 Yellow, 44",44,$283.95 ,1,$283.95 
2023-09-01,Europe,France,"Touring-3000 Blue, 44",44,$567.90 ,2,$283.95 
2023-09-01,Europe,Germany,"Touring-3000 Blue, 50",50,$567.90 ,2,$283.95 
2023-09-01,Europe,United Kingdom,"Touring-3000 Yellow, 44",44,$567.90 ,2,$283.95 
2023-09-01,Europe,United Kingdom,"Touring-3000 Yellow, 50",50,$283.95 ,1,$283.95 
2023-09-01,North America,Canada,"Touring-3000 Blue, 50",50,"$1,419.74 ",5,$283.95 
2023-09-01,North America,Canada,"Touring-3000 Blue, 62",62,$283.95 ,1,$283.95 
2023-09-01,North America,Canada,"Touring-3000 Yellow, 58",58,"$1,135.80 ",4,$283.95 
2023-09-01,North America,Canada,"Touring-3000 Yellow, 62",62,"$2,271.59 ",8,$283.95 
2023-09-01,North America,United States,"Touring-3000 Blue, 50",50,$283.95 ,1,$283.95 
2023-09-01,North America,United States,"Touring-3000 Blue, 54",54,$567.90 ,2,$283.95 
2023-09-01,North America,United States,"Touring-3000 Blue, 58",58,"$1,135.80 ",4,$283.95 
2023-09-01,North America,United States,"Touring-3000 Yellow, 44",44,$567.90 ,2,$283.95 
2023-09-01,North America,United States,"Touring-3000 Yellow, 50",50,"$1,135.80 ",4,$283.95 
2023-09-01,North America,United States,"Touring-3000 Yellow, 54",54,$851.85 ,3,$283.95 
2023-09-01,North America,United States,"Touring-3000 Yellow, 58",58,$851.85 ,3,$283.95 
2023-09-01,North America,United States,"Touring-3000 Yellow, 62",62,$283.95 ,1,$283.95 
2023-09-01,Pacific,Australia,"Touring-3000 Blue, 54",54,$567.90 ,2,$283.95 
2023-09-01,Pacific,Australia,"Touring-3000 Blue, 58",58,$851.85 ,3,$283.95 
2023-09-01,Pacific,Australia,"Touring-3000 Yellow, 54",54,$851.85 ,3,$283.95 
2023-09-01,Pacific,Australia,"Touring-3000 Yellow, 62",62,$851.85 ,3,$283.95 
2023-10-01,Europe,France,"Touring-3000 Blue, 54",54,$567.90 ,2,$283.95 
2023-10-01,Europe,France,"Touring-3000 Yellow, 54",54,$283.95 ,1,$283.95 
2023-10-01,Europe,Germany,"Touring-3000 Blue, 50",50,"$1,419.74 ",5,$283.95 
2023-10-01,Europe,Germany,"Touring-3000 Blue, 54",54,$567.90 ,2,$283.95 
2023-10-01,Europe,Germany,"Touring-3000 Blue, 58",58,$283.95 ,1,$283.95 
2023-10-01,Europe,Germany,"Touring-3000 Yellow, 58",58,$283.95 ,1,$283.95 
2023-10-01,North America,Canada,"Touring-3000 Blue, 44",44,$567.90 ,2,$283.95 
2023-10-01,North America,Canada,"Touring-3000 Blue, 62",62,"$1,703.69 ",6,$283.95 
2023-10-01,North America,Canada,"Touring-3000 Yellow, 50",50,$567.90 ,2,$283.95 
2023-10-01,North America,Canada,"Touring-3000 Yellow, 54",54,"$1,135.80 ",4,$283.95 
2023-10-01,North America,Canada,"Touring-3000 Yellow, 58",58,"$1,135.80 ",4,$283.95 
2023-10-01,North America,Canada,"Touring-3000 Yellow, 62",62,$567.90 ,2,$283.95 
2023-10-01,North America,United States,"Touring-3000 Blue, 50",50,$851.85 ,3,$283.95 
2023-10-01,North America,United States,"Touring-3000 Blue, 58",58,"$1,135.80 ",4,$283.95 
2023-10-01,North America,United States,"Touring-3000 Yellow, 44",44,"$3,123.44 ",11,$283.95 
2023-10-01,North America,United States,"Touring-3000 Yellow, 50",50,$283.95 ,1,$283.95 
2023-10-01,North America,United States,"Touring-3000 Yellow, 54",54,$283.95 ,1,$283.95 
2023-10-01,Pacific,Australia,"Touring-3000 Blue, 54",54,"$3,691.34 ",13,$283.95 
2023-10-01,Pacific,Australia,"Touring-3000 Yellow, 50",50,"$3,691.34 ",13,$283.95 
2023-10-01,Pacific,Australia,"Touring-3000 Yellow, 62",62,"$1,135.80 ",4,$283.95 
2023-11-01,Europe,France,"Touring-3000 Blue, 44",44,"$1,135.80 ",4,$283.95 
2023-11-01,Europe,France,"Touring-3000 Blue, 50",50,"$2,555.54 ",9,$283.95 
2023-11-01,Europe,France,"Touring-3000 Yellow, 50",50,$567.90 ,2,$283.95 
2023-11-01,Europe,France,"Touring-3000 Yellow, 58",58,$283.95 ,1,$283.95 
2023-11-01,Europe,France,"Touring-3000 Yellow, 62",62,$567.90 ,2,$283.95 
2023-11-01,Europe,Germany,"Touring-3000 Blue, 58",58,$851.85 ,3,$283.95 
2023-11-01,Europe,Germany,"Touring-3000 Yellow, 44",44,"$2,839.49 ",10,$283.95 
2023-11-01,Europe,Germany,"Touring-3000 Yellow, 62",62,"$1,987.64 ",7,$283.95 
2023-11-01,Europe,United Kingdom,"Touring-3000 Blue, 50",50,$283.95 ,1,$283.95 
2023-11-01,Europe,United Kingdom,"Touring-3000 Yellow, 44",44,"$1,135.80 ",4,$283.95 
2023-11-01,Europe,United Kingdom,"Touring-3000 Yellow, 54",54,$283.95 ,1,$283.95 
2023-11-01,North America,United States,"Touring-3000 Blue, 44",44,$567.90 ,2,$283.95 
2023-11-01,North America,United States,"Touring-3000 Blue, 50",50,$283.95 ,1,$283.95 
2023-11-01,North America,United States,"Touring-3000 Blue, 58",58,$567.90 ,2,$283.95 
2023-11-01,North America,United States,"Touring-3000 Yellow, 44",44,$567.90 ,2,$283.95 
2023-11-01,North America,United States,"Touring-3000 Yellow, 50",50,"$1,703.69 ",6,$283.95 
2023-11-01,North America,United States,"Touring-3000 Yellow, 62",62,$283.95 ,1,$283.95 
2023-11-01,Pacific,Australia,"Touring-3000 Blue, 44",44,$283.95 ,1,$283.95 
2023-11-01,Pacific,Australia,"Touring-3000 Blue, 58",58,"$1,135.80 ",4,$283.95 
2023-11-01,Pacific,Australia,"Touring-3000 Blue, 62",62,"$1,135.80 ",4,$283.95 
2023-11-01,Pacific,Australia,"Touring-3000 Yellow, 50",50,$851.85 ,3,$283.95 
2023-11-01,Pacific,Australia,"Touring-3000 Yellow, 54",54,"$1,135.80 ",4,$283.95 
2023-11-01,Pacific,Australia,"Touring-3000 Yellow, 58",58,"$1,419.74 ",5,$283.95 
2023-11-01,Pacific,Australia,"Touring-3000 Yellow, 62",62,$567.90 ,2,$283.95 
2023-12-01,Europe,France,"Touring-3000 Blue, 50",50,$567.90 ,2,$283.95 
2023-12-01,Europe,France,"Touring-3000 Blue, 54",54,$283.95 ,1,$283.95 
2023-12-01,Europe,France,"Touring-3000 Blue, 58",58,"$1,419.74 ",5,$283.95 
2023-12-01,Europe,France,"Touring-3000 Yellow, 44",44,$851.85 ,3,$283.95 
2023-12-01,Europe,Germany,"Touring-3000 Yellow, 58",58,$851.85 ,3,$283.95 
2023-12-01,Europe,United Kingdom,"Touring-3000 Blue, 50",50,"$3,975.28 ",14,$283.95 
2023-12-01,Europe,United Kingdom,"Touring-3000 Blue, 54",54,$851.85 ,3,$283.95 
2023-12-01,Europe,United Kingdom,"Touring-3000 Yellow, 62",62,"$2,555.54 ",9,$283.95 
2023-12-01,North America,Canada,"Touring-3000 Blue, 44",44,"$1,987.64 ",7,$283.95 
2023-12-01,North America,Canada,"Touring-3000 Blue, 54",54,$567.90 ,2,$283.95 
2023-12-01,North America,Canada,"Touring-3000 Yellow, 44",44,"$1,135.80 ",4,$283.95 
2023-12-01,North America,United States,"Touring-3000 Blue, 44",44,$283.95 ,1,$283.95 
2023-12-01,North America,United States,"Touring-3000 Blue, 50",50,$851.85 ,3,$283.95 
2023-12-01,North America,United States,"Touring-3000 Blue, 54",54,"$3,123.44 ",11,$283.95 
2023-12-01,North America,United States,"Touring-3000 Blue, 62",62,$283.95 ,1,$283.95 
2023-12-01,North America,United States,"Touring-3000 Yellow, 50",50,"$2,271.59 ",8,$283.95 
2023-12-01,North America,United States,"Touring-3000 Yellow, 54",54,$283.95 ,1,$283.95 
2023-12-01,North America,United States,"Touring-3000 Yellow, 58",58,$567.90 ,2,$283.95 
2023-12-01,North America,United States,"Touring-3000 Yellow, 62",62,"$1,419.74 ",5,$283.95 
2023-12-01,Pacific,Australia,"Touring-3000 Blue, 50",50,"$1,135.80 ",4,$283.95 
2023-12-01,Pacific,Australia,"Touring-3000 Blue, 58",58,$283.95 ,1,$283.95 
2023-12-01,Pacific,Australia,"Touring-3000 Yellow, 44",44,"$1,419.74 ",5,$283.95 
2023-12-01,Pacific,Australia,"Touring-3000 Yellow, 50",50,$567.90 ,2,$283.95 
2023-12-01,Pacific,Australia,"Touring-3000 Yellow, 54",54,"$1,703.69 ",6,$283.95 
2023-12-01,Pacific,Australia,"Touring-3000 Yellow, 62",62,$283.95 ,1,$283.95 
2024-01-01,Europe,France,"Touring-3000 Yellow, 50",50,$851.85 ,3,$283.95 
2024-01-01,Europe,France,"Touring-3000 Yellow, 62",62,$567.90 ,2,$283.95 
2024-01-01,Europe,Germany,"Touring-3000 Blue, 54",54,"$2,271.59 ",8,$283.95 
2024-01-01,Europe,Germany,"Touring-3000 Blue, 62",62,"$1,135.80 ",4,$283.95 
2024-01-01,Europe,Germany,"Touring-3000 Yellow, 62",62,$283.95 ,1,$283.95 
2024-01-01,Europe,United Kingdom,"Touring-3000 Yellow, 44",44,$851.85 ,3,$283.95 
2024-01-01,Europe,United Kingdom,"Touring-3000 Yellow, 50",50,$567.90 ,2,$283.95 
2024-01-01,Europe,United Kingdom,"Touring-3000 Yellow, 62",62,"$1,135.80 ",4,$283.95 
2024-01-01,North America,Canada,"Touring-3000 Blue, 44",44,$283.95 ,1,$283.95 
2024-01-01,North America,Canada,"Touring-3000 Blue, 50",50,$851.85 ,3,$283.95 
2024-01-01,North America,Canada,"Touring-3000 Blue, 58",58,$567.90 ,2,$283.95 
2024-01-01,North America,Canada,"Touring-3000 Yellow, 54",54,$283.95 ,1,$283.95 
2024-01-01,North America,United States,"Touring-3000 Blue, 44",44,$283.95 ,1,$283.95 
2024-01-01,North America,United States,"Touring-3000 Blue, 50",50,$283.95 ,1,$283.95 
2024-01-01,North America,United States,"Touring-3000 Blue, 54",54,$851.85 ,3,$283.95 
2024-01-01,North America,United States,"Touring-3000 Blue, 58",58,"$1,135.80 ",4,$283.95 
2024-01-01,North America,United States,"Touring-3000 Blue, 62",62,$283.95 ,1,$283.95 
2024-01-01,North America,United States,"Touring-3000 Yellow, 44",44,$851.85 ,3,$283.95 
2024-01-01,North America,United States,"Touring-3000 Yellow, 54",54,"$1,987.64 ",7,$283.95 
2024-01-01,North America,United States,"Touring-3000 Yellow, 58",58,$283.95 ,1,$283.95 
2024-01-01,North America,United States,"Touring-3000 Yellow, 62",62,$283.95 ,1,$283.95 
2024-01-01,Pacific,Australia,"Touring-3000 Blue, 44",44,"$1,419.74 ",5,$283.95 
2024-01-01,Pacific,Australia,"Touring-3000 Blue, 50",50,$851.85 ,3,$283.95 
2024-01-01,Pacific,Australia,"Touring-3000 Blue, 58",58,$283.95 ,1,$283.95 
2024-01-01,Pacific,Australia,"Touring-3000 Yellow, 50",50,"$1,419.74 ",5,$283.95 
2024-01-01,Pacific,Australia,"Touring-3000 Yellow, 58",58,"$1,419.74 ",5,$283.95 
2024-02-01,Europe,France,"Touring-3000 Yellow, 44",44,"$1,135.80 ",4,$283.95 
2024-02-01,Europe,Germany,"Touring-3000 Blue, 54",54,$283.95 ,1,$283.95 
2024-02-01,Europe,Germany,"Touring-3000 Yellow, 44",44,$567.90 ,2,$283.95 
2024-02-01,Europe,United Kingdom,"Touring-3000 Blue, 50",50,$283.95 ,1,$283.95 
2024-02-01,Europe,United Kingdom,"Touring-3000 Blue, 54",54,"$1,135.80 ",4,$283.95 
2024-02-01,Europe,United Kingdom,"Touring-3000 Yellow, 50",50,"$1,419.74 ",5,$283.95 
2024-02-01,Europe,United Kingdom,"Touring-3000 Yellow, 58",58,$851.85 ,3,$283.95 
2024-02-01,North America,Canada,"Touring-3000 Blue, 50",50,$567.90 ,2,$283.95 
2024-02-01,North America,Canada,"Touring-3000 Blue, 58",58,"$1,419.74 ",5,$283.95 
2024-02-01,North America,United States,"Touring-3000 Blue, 50",50,$283.95 ,1,$283.95 
2024-02-01,North America,United States,"Touring-3000 Yellow, 44",44,$567.90 ,2,$283.95 
2024-02-01,North America,United States,"Touring-3000 Yellow, 50",50,$283.95 ,1,$283.95 
2024-02-01,North America,United States,"Touring-3000 Yellow, 54",54,$567.90 ,2,$283.95 
2024-02-01,North America,United States,"Touring-3000 Yellow, 62",62,$567.90 ,2,$283.95 
2024-02-01,Pacific,Australia,"Touring-3000 Blue, 44",44,$283.95 ,1,$283.95 
2024-02-01,Pacific,Australia,"Touring-3000 Blue, 62",62,"$1,419.74 ",5,$283.95 
2024-02-01,Pacific,Australia,"Touring-3000 Yellow, 58",58,$851.85 ,3,$283.95 
2024-02-01,Pacific,Australia,"Touring-3000 Yellow, 62",62,$283.95 ,1,$283.95 
2024-03-01,Europe,France,"Touring-3000 Blue, 54",54,"$1,135.80 ",4,$283.95 
2024-03-01,Europe,France,"Touring-3000 Yellow, 54",54,$567.90 ,2,$283.95 
2024-03-01,North America,United States,"Touring-3000 Blue, 50",50,$851.85 ,3,$283.95 
2024-03-01,North America,United States,"Touring-3000 Blue, 58",58,$851.85 ,3,$283.95 
2024-03-01,North America,United States,"Touring-3000 Blue, 62",62,$283.95 ,1,$283.95 
2024-03-01,North America,United States,"Touring-3000 Yellow, 50",50,$567.90 ,2,$283.95 
2024-03-01,North America,United States,"Touring-3000 Yellow, 58",58,$283.95 ,1,$283.95 
2024-03-01,North America,United States,"Touring-3000 Yellow, 62",62,"$1,419.74 ",5,$283.95 
2024-03-01,Pacific,Australia,"Touring-3000 Blue, 54",54,$567.90 ,2,$283.95 
2024-03-01,Pacific,Australia,"Touring-3000 Blue, 58",58,$567.90 ,2,$283.95 
2024-03-01,Pacific,Australia,"Touring-3000 Yellow, 44",44,"$2,555.54 ",9,$283.95 
2024-03-01,Pacific,Australia,"Touring-3000 Yellow, 50",50,"$3,123.44 ",11,$283.95 
2024-03-01,Pacific,Australia,"Touring-3000 Yellow, 54",54,$567.90 ,2,$283.95 
2024-04-01,North America,Canada,"Touring-3000 Blue, 50",50,$742.35 ,1,$742.35 
2024-04-01,North America,United States,"Touring-3000 Blue, 44",44,$567.90 ,2,$283.95 
2024-04-01,North America,United States,"Touring-3000 Yellow, 50",50,$283.95 ,1,$283.95 
2024-04-01,North America,United States,"Touring-3000 Yellow, 54",54,$283.95 ,1,$283.95 
2024-04-01,Pacific,Australia,"Touring-3000 Blue, 62",62,$742.35 ,1,$742.35 
2024-05-01,Europe,France,"Touring-3000 Yellow, 50",50,$742.35 ,1,$742.35 
2024-05-01,Europe,United Kingdom,"Touring-3000 Yellow, 44",44,$742.35 ,1,$742.35 
2024-05-01,Europe,United Kingdom,"Touring-3000 Yellow, 58",58,$742.35 ,1,$742.35 
2024-05-01,North America,United States,"Touring-3000 Blue, 50",50,$742.35 ,1,$742.35 
2024-05-01,North America,United States,"Touring-3000 Yellow, 50",50,$742.35 ,1,$742.35 
2024-05-01,North America,United States,"Touring-3000 Yellow, 58",58,$742.35 ,1,$742.35 
2024-05-01,North America,United States,"Touring-3000 Yellow, 62",62,$742.35 ,1,$742.35 
2024-06-01,Europe,Germany,"Touring-3000 Blue, 62",62,"$1,484.70 ",2,$742.35 
2024-06-01,Europe,United Kingdom,"Touring-3000 Blue, 62",62,$742.35 ,1,$742.35 
